,seed_route,total_score,dist_to_route_2,route_2_coords,route_2_id,seed_coords,time_to_route_2,total_trip_length,route_3_id,route_3_coords,dist_to_route_3,time_to_route_3,route_4_id,route_4_coords,dist_to_route_4,time_to_route_4,route_5_id,route_5_coords,dist_to_route_5,time_to_route_5,route_6_id,route_6_coords,dist_to_route_6,time_to_route_6,route_7_id,route_7_coords,dist_to_route_7,time_to_route_7,route_8_id,route_8_coords,dist_to_route_8,time_to_route_8,seed_route_score,route_2_score,route_3_score,route_4_score,route_5_score,route_6_score,route_7_score,route_8_score
0,105867858,14.52571464736444,133.63179937117079,"(42.5196, -71.8587)",105905500.0,"(43.8039, -71.8409)",3.1433333333333335,3.1433333333333335,,,,,,,,,,,,,,,,,,,,,,,,,3.600232462239732,2.2831488517913754,,,,,,
1,105867858,16.52674499821783,0.01553431841624517,"(43.8035, -71.8404)",105917400.0,"(43.8039, -71.8409)",1.0005555555555556,1.0005555555555556,,,,,,,,,,,,,,,,,,,,,,,,,3.600232462239732,1.9271236470892064,,,,,,
2,105867858,16.719864330185683,0.37841599661973235,"(43.8025, -71.8359)",105927100.0,"(43.8039, -71.8409)",1.0127777777777778,1.0127777777777778,,,,,,,,,,,,,,,,,,,,,,,,,3.600232462239732,2.1336874235015055,,,,,,
3,105867858,17.173543749687582,0.0,"(43.8039, -71.8409)",105944400.0,"(43.8039, -71.8409)",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.600232462239732,2.5733112874478477,,,,,,
