,seed_route,total_score,dist_to_route_2,route_2_coords,route_2_id,seed_coords,time_to_route_2,total_trip_length,route_3_id,route_3_coords,dist_to_route_3,time_to_route_3,route_4_id,route_4_coords,dist_to_route_4,time_to_route_4,seed_route_score,route_2_score,route_3_score,route_4_score
0,105732539,14.585775890313275,25.43962121117974,"(36.0351, -115.4634)",105732500.0,"(36.1558, -115.4362)",1.8880555555555556,1.8880555555555556,,,,,,,,,2.8313185007121917,2.8313185007121917,,
1,105732539,14.737942556979942,24.14965140989474,"(36.0192, -115.4701)",105732800.0,"(36.1558, -115.4362)",1.7497222222222222,1.7497222222222222,,,,,,,,,2.8313185007121917,2.8313185007121917,,
2,105732539,15.56172033475772,0.01926255483614401,"(36.156, -115.4366)",105788000.0,"(36.1558, -115.4362)",1.0008333333333332,1.0008333333333332,,,,,,,,,2.8313185007121917,2.8313185007121917,,
3,105732539,15.020581445868828,13.972808729044205,"(36.0786, -115.4784)",105795000.0,"(36.1558, -115.4362)",1.4927777777777778,1.4927777777777778,,,,,,,,,2.8313185007121917,2.8313185007121917,,
4,105732539,15.514970334757717,0.8307753489007916,"(36.1623, -115.4495)",105821400.0,"(36.1558, -115.4362)",1.0433333333333334,1.0433333333333334,,,,,,,,,2.8313185007121917,2.8313185007121917,,
5,105732539,15.209109223646607,8.479252364323264,"(36.129, -115.4878)",105926100.0,"(36.1558, -115.4362)",1.321388888888889,1.321388888888889,,,,,,,,,2.8313185007121917,2.8313185007121917,,
6,105732539,15.963261057692133,25.43962121117974,"(36.0351, -115.4634)",105732500.0,"(36.1558, -115.4362)",1.8880555555555556,3.209722222222222,105732800.0,"(36.0192, -115.4701)",3.354791405172307,1.3216666666666668,,,,,2.8313185007121917,2.8313185007121917,2.8313185007121917,
7,105732539,15.563288835469908,25.43962121117974,"(36.0351, -115.4634)",105732500.0,"(36.1558, -115.4362)",1.8880555555555556,3.5733333333333333,105788000.0,"(36.156, -115.4366)",20.10265077609455,1.6852777777777779,,,,,2.8313185007121917,2.8313185007121917,2.8313185007121917,
8,105732539,16.106566613247686,24.14965140989474,"(36.0192, -115.4701)",105732800.0,"(36.1558, -115.4362)",1.7497222222222222,3.0794444444444444,105732500.0,"(36.0351, -115.4634)",3.354791405172307,1.3297222222222222,,,,,2.8313185007121917,2.8313185007121917,2.8313185007121917,
9,105732539,15.852344391025465,24.14965140989474,"(36.0192, -115.4701)",105732800.0,"(36.1558, -115.4362)",1.7497222222222222,3.3105555555555553,105788000.0,"(36.156, -115.4366)",18.81268097480955,1.5608333333333333,,,,,2.8313185007121917,2.8313185007121917,2.8313185007121917,
10,105732539,16.330844391025465,0.01926255483614401,"(36.156, -115.4366)",105788000.0,"(36.1558, -115.4362)",1.0008333333333332,2.8755555555555556,105732500.0,"(36.0351, -115.4634)",25.419737283606946,1.8747222222222222,,,,,2.8313185007121917,2.8313185007121917,2.8313185007121917,
11,105732539,16.46926105769213,0.01926255483614401,"(36.156, -115.4366)",105788000.0,"(36.1558, -115.4362)",1.0008333333333332,2.749722222222222,105732800.0,"(36.0192, -115.4701)",24.129767482321945,1.748888888888889,,,,,2.8313185007121917,2.8313185007121917,2.8313185007121917,
12,105732539,16.184483279914353,13.972808729044205,"(36.0786, -115.4784)",105795000.0,"(36.1558, -115.4362)",1.4927777777777778,3.008611111111111,105732500.0,"(36.0351, -115.4634)",13.518585258553196,1.5158333333333334,,,,,2.8313185007121917,2.8313185007121917,2.8313185007121917,
13,105732539,16.330233279914353,13.972808729044205,"(36.0786, -115.4784)",105795000.0,"(36.1558, -115.4362)",1.4927777777777778,2.8761111111111113,105732800.0,"(36.0192, -115.4701)",12.228615457268198,1.3833333333333333,,,,,2.8313185007121917,2.8313185007121917,2.8313185007121917,
