,seed_route,total_score,dist_to_route_2,route_2_coords,route_2_id,seed_coords,time_to_route_2,total_trip_length,route_3_id,route_3_coords,dist_to_route_3,time_to_route_3,seed_route_score,route_2_score,route_3_score
0,105732605,18.737031237839567,19.574483949942213,"(36.0351, -115.4634)",105732500.0,"(36.144, -115.4907)",1.6577777777777778,1.6577777777777778,,,,,2.329268292682927,2.8313185007121917,
1,105732605,18.887364571172895,18.284514148657216,"(36.0192, -115.4701)",105732800.0,"(36.144, -115.4907)",1.521111111111111,1.521111111111111,,,,,2.329268292682927,2.8313185007121917,
2,105732605,19.633880988223808,8.775025786968571,"(36.156, -115.4366)",105788000.0,"(36.144, -115.4907)",1.3063888888888888,1.3063888888888888,,,,,2.329268292682927,3.3416404733186575,
3,105732605,17.992351626016262,8.107671467806679,"(36.0786, -115.4784)",105795000.0,"(36.144, -115.4907)",1.2608333333333333,1.2608333333333333,,,,,2.329268292682927,1.6500000000000001,
4,105732605,19.07619790450623,9.58591720829657,"(36.1623, -115.4495)",105821400.0,"(36.144, -115.4907)",1.3494444444444444,1.3494444444444444,,,,,2.329268292682927,2.8313185007121917,
5,105732605,19.361892348950676,2.6141151030857372,"(36.129, -115.4878)",105926100.0,"(36.144, -115.4907)",1.0897222222222223,1.0897222222222223,,,,,2.329268292682927,2.8313185007121917,
6,105732605,17.274947904506234,19.574483949942213,"(36.0351, -115.4634)",105732500.0,"(36.144, -115.4907)",1.6577777777777778,2.986944444444444,105732800.0,"(36.0192, -115.4701)",3.354791405172307,1.3291666666666666,2.329268292682927,2.8313185007121917,2.8313185007121917
7,105732605,16.88322568228401,19.574483949942213,"(36.0351, -115.4634)",105732500.0,"(36.144, -115.4907)",1.6577777777777778,3.343055555555556,105788000.0,"(36.156, -115.4366)",20.10265077609455,1.6852777777777779,2.329268292682927,2.8313185007121917,3.3416404733186575
8,105732605,17.4326145711729,18.284514148657216,"(36.0192, -115.4701)",105732800.0,"(36.144, -115.4907)",1.521111111111111,2.843611111111111,105732500.0,"(36.0351, -115.4634)",3.354791405172307,1.3225,2.329268292682927,2.8313185007121917,2.8313185007121917
9,105732605,17.17472568228401,18.284514148657216,"(36.0192, -115.4701)",105732800.0,"(36.144, -115.4907)",1.521111111111111,3.0780555555555553,105788000.0,"(36.156, -115.4366)",18.81268097480955,1.5569444444444445,2.329268292682927,2.8313185007121917,3.3416404733186575
10,105732605,17.557936543779363,8.775025786968571,"(36.156, -115.4366)",105788000.0,"(36.144, -115.4907)",1.3063888888888888,3.193611111111111,105732500.0,"(36.0351, -115.4634)",25.419737283606946,1.8872222222222224,2.329268292682927,3.3416404733186575,2.8313185007121917
11,105732605,17.703686543779362,8.775025786968571,"(36.156, -115.4366)",105788000.0,"(36.144, -115.4907)",1.3063888888888888,3.061111111111111,105732800.0,"(36.0192, -115.4701)",24.129767482321945,1.754722222222222,2.329268292682927,3.3416404733186575,2.8313185007121917
12,105732605,16.324934959349594,8.107671467806679,"(36.0786, -115.4784)",105795000.0,"(36.144, -115.4907)",1.2608333333333333,2.7766666666666664,105732500.0,"(36.0351, -115.4634)",13.518585258553196,1.5158333333333334,2.329268292682927,1.6500000000000001,2.8313185007121917
13,105732605,16.47374051490515,8.107671467806679,"(36.0786, -115.4784)",105795000.0,"(36.144, -115.4907)",1.2608333333333333,2.641388888888889,105732800.0,"(36.0192, -115.4701)",12.228615457268198,1.3805555555555555,2.329268292682927,1.6500000000000001,2.8313185007121917
14,105732605,16.591684959349593,8.107671467806679,"(36.0786, -115.4784)",105795000.0,"(36.144, -115.4907)",1.2608333333333333,2.5341666666666667,105788000.0,"(36.156, -115.4366)",8.032485366672052,1.2733333333333334,2.329268292682927,1.6500000000000001,3.3416404733186575
15,105732605,17.00758679339512,9.58591720829657,"(36.1623, -115.4495)",105821400.0,"(36.144, -115.4907)",1.3494444444444444,3.23,105732500.0,"(36.0351, -115.4634)",24.849317111362424,1.8805555555555555,2.329268292682927,2.8313185007121917,2.8313185007121917
16,105732605,17.160670126728455,9.58591720829657,"(36.1623, -115.4495)",105821400.0,"(36.144, -115.4907)",1.3494444444444444,3.0908333333333333,105732800.0,"(36.0192, -115.4701)",23.559347310077424,1.7413888888888889,2.329268292682927,2.8313185007121917,2.8313185007121917
17,105732605,17.396253460061786,9.58591720829657,"(36.1623, -115.4495)",105821400.0,"(36.144, -115.4907)",1.3494444444444444,2.876666666666667,105788000.0,"(36.156, -115.4366)",14.049858948388781,1.5272222222222223,2.329268292682927,2.8313185007121917,3.3416404733186575
18,105732605,17.630003460061786,2.6141151030857372,"(36.129, -115.4878)",105926100.0,"(36.144, -115.4907)",1.0897222222222223,2.6641666666666666,105732500.0,"(36.0351, -115.4634)",17.055438875563897,1.5744444444444445,2.329268292682927,2.8313185007121917,2.8313185007121917
19,105732605,17.76842012672845,2.6141151030857372,"(36.129, -115.4878)",105926100.0,"(36.144, -115.4907)",1.0897222222222223,2.538333333333333,105732800.0,"(36.0192, -115.4701)",15.765469074278897,1.448611111111111,2.329268292682927,2.8313185007121917,2.8313185007121917
20,105732605,18.00400346006179,2.6141151030857372,"(36.129, -115.4878)",105926100.0,"(36.144, -115.4907)",1.0897222222222223,2.3241666666666667,105788000.0,"(36.156, -115.4366)",6.2559807125902545,1.2344444444444445,2.329268292682927,2.8313185007121917,3.3416404733186575
