,seed_route,total_score,dist_to_route_2,route_2_coords,route_2_id,seed_coords,time_to_route_2,total_trip_length,route_3_id,route_3_coords,dist_to_route_3,time_to_route_3,seed_route_score,route_2_score
0,105732605,11.517629403794041,19.574483949942213,"(36.0351, -115.4634)",105732500.0,"(36.144, -115.4907)",1.6469444444444443,1.6469444444444443,,,,,2.329268292682927,2.8313185007121917
1,105732605,11.651157181571817,18.284514148657216,"(36.0192, -115.4701)",105732800.0,"(36.144, -115.4907)",1.5255555555555556,1.5255555555555556,,,,,2.329268292682927,2.8313185007121917
2,105732605,11.892240514905149,8.775025786968571,"(36.156, -115.4366)",105788000.0,"(36.144, -115.4907)",1.3063888888888888,1.3063888888888888,,,,,2.329268292682927,3.3416404733186575
3,105732605,11.940212737127373,8.107671467806679,"(36.0786, -115.4784)",105795000.0,"(36.144, -115.4907)",1.2627777777777778,1.2627777777777778,,,,,2.329268292682927,1.6500000000000001
4,105732605,11.847323848238485,9.58591720829657,"(36.1623, -115.4495)",105821400.0,"(36.144, -115.4907)",1.3472222222222223,1.3472222222222223,,,,,2.329268292682927,2.8313185007121917
5,105732605,12.130573848238484,2.6141151030857372,"(36.129, -115.4878)",105926100.0,"(36.144, -115.4907)",1.0897222222222223,1.0897222222222223,,,,,2.329268292682927,2.8313185007121917
6,105732605,10.055546070460705,19.574483949942213,"(36.0351, -115.4634)",105732500.0,"(36.144, -115.4907)",1.6469444444444443,2.976111111111111,105732800.0,"(36.0192, -115.4701)",3.354791405172307,1.3291666666666666,2.329268292682927,2.8313185007121917
7,105732605,9.663823848238483,19.574483949942213,"(36.0351, -115.4634)",105732500.0,"(36.144, -115.4907)",1.6469444444444443,3.332222222222222,105788000.0,"(36.156, -115.4366)",20.10265077609455,1.6852777777777779,2.329268292682927,2.8313185007121917
8,105732605,10.196407181571816,18.284514148657216,"(36.0192, -115.4701)",105732800.0,"(36.144, -115.4907)",1.5255555555555556,2.848055555555556,105732500.0,"(36.0351, -115.4634)",3.354791405172307,1.3225,2.329268292682927,2.8313185007121917
9,105732605,9.938518292682929,18.284514148657216,"(36.0192, -115.4701)",105732800.0,"(36.144, -115.4907)",1.5255555555555556,3.0825,105788000.0,"(36.156, -115.4366)",18.81268097480955,1.5569444444444445,2.329268292682927,2.8313185007121917
10,105732605,9.816296070460705,8.775025786968571,"(36.156, -115.4366)",105788000.0,"(36.144, -115.4907)",1.3063888888888888,3.193611111111111,105732500.0,"(36.0351, -115.4634)",25.419737283606946,1.8872222222222224,2.329268292682927,3.3416404733186575
11,105732605,9.968462737127373,8.775025786968571,"(36.156, -115.4366)",105788000.0,"(36.144, -115.4907)",1.3063888888888888,3.0552777777777775,105732800.0,"(36.0192, -115.4701)",24.129767482321945,1.748888888888889,2.329268292682927,3.3416404733186575
12,105732605,10.283184959349594,8.107671467806679,"(36.0786, -115.4784)",105795000.0,"(36.144, -115.4907)",1.2627777777777778,2.769166666666667,105732500.0,"(36.0351, -115.4634)",13.518585258553196,1.506388888888889,2.329268292682927,1.6500000000000001
13,105732605,10.418546070460707,8.107671467806679,"(36.0786, -115.4784)",105795000.0,"(36.144, -115.4907)",1.2627777777777778,2.646111111111111,105732800.0,"(36.0192, -115.4701)",12.228615457268198,1.3833333333333333,2.329268292682927,1.6500000000000001
14,105732605,10.539546070460705,8.107671467806679,"(36.0786, -115.4784)",105795000.0,"(36.144, -115.4907)",1.2627777777777778,2.5361111111111114,105788000.0,"(36.156, -115.4366)",8.032485366672052,1.2733333333333334,2.329268292682927,1.6500000000000001
15,105732605,9.79337940379404,9.58591720829657,"(36.1623, -115.4495)",105821400.0,"(36.144, -115.4907)",1.3472222222222223,3.2144444444444447,105732500.0,"(36.0351, -115.4634)",24.849317111362424,1.8672222222222223,2.329268292682927,2.8313185007121917
16,105732605,9.931796070460704,9.58591720829657,"(36.1623, -115.4495)",105821400.0,"(36.144, -115.4907)",1.3472222222222223,3.088611111111111,105732800.0,"(36.0192, -115.4701)",23.559347310077424,1.7413888888888889,2.329268292682927,2.8313185007121917
17,105732605,10.167379403794039,9.58591720829657,"(36.1623, -115.4495)",105821400.0,"(36.144, -115.4907)",1.3472222222222223,2.8744444444444444,105788000.0,"(36.156, -115.4366)",14.049858948388781,1.5272222222222223,2.329268292682927,2.8313185007121917
18,105732605,10.398684959349595,2.6141151030857372,"(36.129, -115.4878)",105926100.0,"(36.144, -115.4907)",1.0897222222222223,2.6641666666666666,105732500.0,"(36.0351, -115.4634)",17.055438875563897,1.5744444444444445,2.329268292682927,2.8313185007121917
19,105732605,10.532823848238483,2.6141151030857372,"(36.129, -115.4878)",105926100.0,"(36.144, -115.4907)",1.0897222222222223,2.5422222222222226,105732800.0,"(36.0192, -115.4701)",15.765469074278897,1.4525000000000001,2.329268292682927,2.8313185007121917
20,105732605,10.772684959349595,2.6141151030857372,"(36.129, -115.4878)",105926100.0,"(36.144, -115.4907)",1.0897222222222223,2.3241666666666667,105788000.0,"(36.156, -115.4366)",6.2559807125902545,1.2344444444444445,2.329268292682927,2.8313185007121917
