,user_id,route_id,rating
145,10106,105750646,3
146,10106,105750652,3
147,10106,105750697,3
148,10106,105750721,4
149,10106,105750961,3
151,10106,105751171,2
152,10106,105751246,3
153,10106,105751264,4
154,10106,105751315,4
155,10106,105751342,3
156,10106,105751390,3
157,10106,105751438,3
158,10106,105751552,4
159,10106,105751570,3
160,10106,105751669,4
161,10106,105751672,3
162,10106,105751696,3
163,10106,105751744,4
164,10106,105752023,2
165,10106,105752323,3
166,10106,105752326,3
167,10106,105752338,4
168,10106,105752347,4
169,10106,105752398,3
170,10106,105752401,3
171,10106,105752419,4
172,10106,105752425,4
173,10106,105752455,4
174,10106,105752464,3
175,10106,105752494,4
176,10106,105752497,4
177,10106,105752587,3
178,10106,105752647,3
179,10106,105752731,3
180,10106,105752776,3
181,10106,105752863,4
182,10106,105753004,4
183,10106,105753052,3
184,10106,105753067,4
185,10106,105753076,3
186,10106,105753100,3
187,10106,105753103,3
188,10106,105753106,3
189,10106,105753109,3
190,10106,105753112,4
191,10106,105753265,4
192,10106,105753295,3
193,10106,105753301,2
194,10106,105753319,4
195,10106,105753328,4
196,10106,105753373,4
197,10106,105753376,4
198,10106,105753379,3
199,10106,105753391,3
200,10106,105753400,3
201,10106,105753496,3
202,10106,105753505,4
203,10106,105753568,4
204,10106,105753610,4
205,10106,105753760,3
206,10106,105753805,2
207,10106,105753832,3
208,10106,105753838,3
209,10106,105753856,4
210,10106,105753862,4
211,10106,105753889,4
212,10106,105753940,3
213,10106,105753949,3
214,10106,105753994,2
215,10106,105753997,3
216,10106,105754006,3
217,10106,105754036,3
218,10106,105754129,4
219,10106,105754171,4
220,10106,105754489,4
221,10106,105754519,2
222,10106,105754693,4
223,10106,105754774,3
225,10106,105754873,2
226,10106,105754963,3
227,10106,105754969,4
228,10106,105754999,4
229,10106,105755113,4
230,10106,105755239,3
231,10106,105755386,4
232,10106,105755695,4
233,10106,105755710,2
234,10106,105755815,2
235,10106,105755821,3
236,10106,105755851,3
237,10106,105755962,4
238,10106,105756046,4
239,10106,105756094,2
240,10106,105756289,3
241,10106,105756394,3
242,10106,105756466,4
243,10106,105756496,3
244,10106,105756499,2
245,10106,105756526,3
246,10106,105756691,3
247,10106,105756778,4
248,10106,105756790,4
249,10106,105756796,4
250,10106,105756808,3
251,10106,105756826,3
252,10106,105756880,3
253,10106,105756940,3
254,10106,105757012,2
255,10106,105757018,3
258,10106,105757207,2
259,10106,105757234,3
260,10106,105757420,4
262,10106,105757513,4
263,10106,105757534,3
264,10106,105757843,3
265,10106,105757945,3
266,10106,105758014,3
267,10106,105758077,3
268,10106,105758080,3
269,10106,105758401,2
270,10106,105758410,3
271,10106,105758413,3
272,10106,105758419,4
273,10106,105758587,3
274,10106,105758647,3
275,10106,105758676,3
276,10106,105758973,2
278,10106,105759216,3
279,10106,105759225,3
280,10106,105759450,3
282,10106,105759564,3
283,10106,105759567,3
284,10106,105759594,3
285,10106,105759855,4
286,10106,105760131,2
287,10106,105760260,2
288,10106,105760344,3
290,10106,105760527,3
291,10106,105760857,4
292,10106,105760911,3
293,10106,105760938,3
294,10106,105760953,4
295,10106,105761046,3
296,10106,105761052,3
297,10106,105761151,4
298,10106,105761274,3
299,10106,105761298,3
300,10106,105761358,3
301,10106,105761499,4
302,10106,105761505,4
303,10106,105761523,4
304,10106,105761538,4
305,10106,105761832,4
306,10106,105761886,2
307,10106,105762099,4
308,10106,105762102,4
309,10106,105762150,3
310,10106,105762162,3
311,10106,105762201,2
312,10106,105762333,3
313,10106,105762747,2
314,10106,105763029,3
315,10106,105763185,4
316,10106,105763212,3
317,10106,105763323,2
318,10106,105763692,4
319,10106,105763806,4
320,10106,105763881,4
321,10106,105763920,3
322,10106,105763983,3
324,10106,105764385,3
325,10106,105764694,3
326,10106,105788086,4
327,10106,105788754,3
331,10106,105792361,2
332,10106,105794076,3
333,10106,105794442,3
334,10106,105795794,3
335,10106,105796988,4
336,10106,105796992,4
337,10106,105797213,2
338,10106,105797401,3
339,10106,105803885,3
340,10106,105803991,2
341,10106,105806694,3
342,10106,105808777,4
343,10106,105812105,4
344,10106,105814053,3
345,10106,105818753,3
346,10106,105818767,3
347,10106,105819871,3
348,10106,105819879,4
349,10106,105821650,4
350,10106,105821668,4
351,10106,105821675,4
352,10106,105826723,4
353,10106,105826993,3
354,10106,105831707,2
355,10106,105831848,3
356,10106,105832470,3
357,10106,105835613,1
358,10106,105839755,3
359,10106,105839767,3
360,10106,105840931,4
361,10106,105841990,2
362,10106,105842784,3
363,10106,105843315,4
364,10106,105845012,3
365,10106,105847582,3
366,10106,105847851,3
367,10106,105848541,3
368,10106,105858880,4
371,10106,105863822,4
372,10106,105866943,3
374,10106,105867647,2
375,10106,105880587,3
376,10106,105880940,2
377,10106,105880953,3
378,10106,105881185,4
379,10106,105883967,4
380,10106,105886633,3
381,10106,105888062,3
382,10106,105891444,2
383,10106,105893569,3
384,10106,105895574,2
385,10106,105895582,1
386,10106,105897121,2
389,10106,105907090,4
391,10106,105927598,2
392,10106,105929386,3
393,10106,105932175,4
394,10106,105936763,4
395,10106,105946555,2
396,10106,105953916,2
397,10106,105955408,3
398,10106,105955437,3
399,10106,105957381,2
400,10106,105959144,4
402,10106,105973900,3
404,10106,105985455,4
405,10106,105986944,2
406,10106,105992940,4
407,10106,106002073,4
409,10106,106020821,4
410,10106,106022756,4
412,10106,106042265,3
413,10106,106045283,3
414,10106,106047110,2
415,10106,106053362,3
416,10106,106059274,3
417,10106,106061901,3
418,10106,106064500,3
419,10106,106068394,2
421,10106,106087395,2
422,10106,106087400,3
423,10106,106087427,3
424,10106,106087436,4
425,10106,106088157,3
426,10106,106088177,3
427,10106,106090317,2
428,10106,106100181,2
429,10106,106101382,2
430,10106,106108294,3
431,10106,106113458,3
432,10106,106115585,2
434,10106,106118679,2
435,10106,106129209,4
436,10106,106129223,2
437,10106,106129989,2
438,10106,106135595,4
439,10106,106139145,3
440,10106,106141011,3
441,10106,106145091,3
442,10106,106148643,2
443,10106,106153152,4
444,10106,106155095,3
445,10106,106160808,1
446,10106,106169841,4
447,10106,106175966,2
448,10106,106179704,3
449,10106,106179914,2
450,10106,106180004,4
452,10106,106186632,4
454,10106,106196513,3
455,10106,106197192,4
456,10106,106204733,3
457,10106,106205550,2
458,10106,106207663,4
459,10106,106207680,4
460,10106,106207686,4
461,10106,106212858,3
462,10106,106213667,4
464,10106,106221514,4
465,10106,106224028,3
466,10106,106224388,4
467,10106,106231707,2
468,10106,106233567,3
470,10106,106246383,3
471,10106,106248473,2
472,10106,106254632,2
473,10106,106286285,2
474,10106,106287360,1
475,10106,106303627,3
476,10106,106307905,3
477,10106,106308919,3
478,10106,106311338,2
479,10106,106316907,0
480,10106,106333601,4
481,10106,106337372,2
482,10106,106337393,2
483,10106,106356373,1
484,10106,106359961,4
485,10106,106364055,3
486,10106,106365158,3
487,10106,106365197,4
488,10106,106375496,3
489,10106,106376127,3
490,10106,106377171,3
491,10106,106380878,3
492,10106,106383021,4
493,10106,106383036,3
494,10106,106383056,3
495,10106,106386642,4
496,10106,106396240,2
497,10106,106397286,3
498,10106,106429971,4
499,10106,106447491,3
500,10106,106453341,2
501,10106,106457940,4
502,10106,106460199,4
503,10106,106487416,4
511,10106,106525002,4
512,10106,106527391,2
513,10106,106528043,2
514,10106,106528918,4
515,10106,106529938,3
517,10106,106536816,3
518,10106,106557671,3
519,10106,106561551,1
520,10106,106566444,4
526,10106,106656391,3
527,10106,106661142,2
528,10106,106661496,3
529,10106,106669533,3
530,10106,106726606,2
531,10106,106733174,2
532,10106,106737064,4
533,10106,106737083,4
534,10106,106737099,2
535,10106,106737928,2
536,10106,106755314,3
537,10106,106779735,2
540,10106,106825185,2
541,10106,106827003,3
542,10106,106829061,3
543,10106,106829086,3
544,10106,106882881,4
545,10106,106892362,3
547,10106,106937809,2
548,10106,106940388,2
549,10106,106940424,2
550,10106,106940483,2
551,10106,106958759,3
552,10106,107011278,3
553,10106,107034924,3
554,10106,107094498,4
555,10106,107118780,3
556,10106,107137647,4
557,10106,107159186,3
558,10106,107177226,4
559,10106,107184548,2
560,10106,107187656,3
561,10106,107217990,3
562,10106,107229141,3
564,10106,107247009,3
565,10106,107282375,3
568,10106,107294783,3
569,10106,107295459,3
570,10106,107345416,3
571,10106,107379134,3
572,10106,107379148,4
573,10106,107381798,3
574,10106,107401954,3
575,10106,107404472,4
576,10106,107501085,1
577,10106,107572823,3
578,10106,107575111,2
582,10106,107638336,3
583,10106,107660432,2
584,10106,107725723,4
586,10106,107874034,3
587,10106,107902690,4
588,10106,108073893,4
589,10106,108152210,3
590,10106,108153053,3
591,10106,108159532,4
592,10106,108159559,4
593,10106,108240564,4
594,10106,108271474,3
595,10106,108271617,3
596,10106,108271660,3
598,10106,108317092,3
599,10106,108317428,3
600,10106,108332328,3
601,10106,108341704,4
602,10106,108368830,3
603,10106,108513618,4
604,10106,109209914,3
605,10106,109210084,3
606,10106,109447297,2
607,10106,109480361,3
608,10106,109597780,3
609,10106,110325706,4
610,10106,110332073,2
611,10106,110519761,4
612,10106,110519908,4
613,10106,110519925,4
614,10106,111023986,3
615,10106,111125438,3
616,10106,111654263,2
618,10106,112058118,2
619,10106,112092797,3
620,10106,112095476,3
621,10106,112101317,3
622,10106,112101352,2
625,10106,113079005,2
626,10106,113163563,1
644,10106,113769206,3
645,10106,114012313,4
646,10106,114064300,2
647,10106,114149484,3
648,10106,114158750,3
649,10106,114226326,2
650,10106,114270018,3
651,10106,114348571,4
652,10106,114441945,3
653,10106,115371759,2
654,10106,115375944,3
655,10112,105749002,1
656,10112,105749158,4
658,10116,105717895,4
659,10116,105718186,4
660,10116,105721621,3
661,10116,105721624,4
662,10116,105721627,3
663,10116,105722065,4
664,10116,105732281,3
665,10116,105732527,2
666,10116,105732530,3
667,10116,105732533,1
668,10116,105732557,2
669,10116,105732560,2
670,10116,105732914,2
671,10116,105749206,4
672,10116,105749216,4
673,10116,105749254,3
674,10116,105749263,4
675,10116,105749266,4
676,10116,105756790,4
677,10116,105788000,3
678,10116,105789060,4
679,10116,105789064,3
680,10116,105789070,3
681,10116,105789073,2
682,10116,105789153,3
683,10116,105789165,3
684,10116,105789169,3
685,10116,105789298,4
686,10116,105789316,3
687,10116,105789321,3
688,10116,105789342,3
689,10116,105789348,4
690,10116,105789934,3
691,10116,105790017,3
692,10116,105790290,4
693,10116,105790327,3
694,10116,105790427,2
695,10116,105790430,3
696,10116,105790435,2
697,10116,105790444,3
698,10116,105790945,3
700,10116,105791523,4
701,10116,105792391,3
702,10116,105792467,2
704,10116,105796557,2
705,10116,105797788,3
706,10116,105800402,1
707,10116,105800830,3
708,10116,105801776,4
709,10116,105803570,4
710,10116,105803948,3
712,10116,105806903,3
714,10116,105808221,2
715,10116,105808911,3
716,10116,105809181,4
717,10116,105810911,3
718,10116,105810916,3
719,10116,105810935,3
720,10116,105810959,3
721,10116,105811922,3
722,10116,105813675,3
723,10116,105815358,2
724,10116,105817270,2
725,10116,105820098,3
726,10116,105820366,2
727,10116,105820714,2
728,10116,105820726,2
729,10116,105820868,4
730,10116,105821077,2
731,10116,105822353,2
732,10116,105822722,2
733,10116,105823102,3
734,10116,105823352,2
735,10116,105826090,2
736,10116,105826420,1
737,10116,105827117,4
738,10116,105827919,2
739,10116,105827971,1
740,10116,105830036,1
741,10116,105830204,3
742,10116,105831744,2
743,10116,105831749,3
744,10116,105832799,2
745,10116,105834219,4
746,10116,105835086,2
747,10116,105835093,3
748,10116,105835097,3
749,10116,105836362,4
750,10116,105840442,2
751,10116,105843481,1
752,10116,105843487,1
753,10116,105843491,1
754,10116,105844203,2
755,10116,105845806,3
756,10116,105849227,3
757,10116,105852480,3
759,10116,105862912,3
760,10116,105862915,4
761,10116,105863646,2
762,10116,105863654,4
763,10116,105863661,1
764,10116,105865456,3
765,10116,105880412,3
766,10116,105880426,4
767,10116,105880474,4
768,10116,105880487,3
769,10116,105880494,4
770,10116,105880567,2
771,10116,105880651,2
772,10116,105880660,3
773,10116,105880694,3
774,10116,105880701,4
775,10116,105880763,4
776,10116,105892354,3
777,10116,105901907,4
779,10116,105905259,3
780,10116,105908128,4
782,10116,105913032,4
783,10116,105913043,1
784,10116,105918047,1
785,10116,105929672,0
786,10116,105933872,3
787,10116,105933879,2
789,10116,105935750,2
790,10116,105936107,2
791,10116,105936116,2
792,10116,105936142,3
793,10116,105938362,3
794,10116,105940899,3
795,10116,105943524,2
796,10116,105944541,2
797,10116,105944620,3
799,10116,105960200,4
800,10116,105962039,2
801,10116,105962630,2
802,10116,105971705,2
803,10116,105975221,2
804,10116,105976171,4
805,10116,105977521,3
806,10116,105988462,3
807,10116,105992822,3
808,10116,105992838,4
809,10116,105996532,4
810,10116,105997768,2
811,10116,105999992,2
812,10116,106000003,3
814,10116,106016652,3
815,10116,106022301,4
818,10116,106029305,3
819,10116,106029524,2
821,10116,106043346,3
822,10116,106044386,4
823,10116,106052564,4
824,10116,106054139,4
825,10116,106056281,3
826,10116,106061820,3
827,10116,106063725,4
828,10116,106066800,3
829,10116,106068458,3
830,10116,106068479,4
831,10116,106068943,4
832,10116,106070940,4
833,10116,106070976,4
834,10116,106076229,2
835,10116,106093004,2
836,10116,106094747,4
837,10116,106096694,3
838,10116,106099254,3
839,10116,106117932,3
840,10116,106120371,2
841,10116,106126733,3
842,10116,106130698,4
843,10116,106131813,3
844,10116,106137389,3
845,10116,106146426,2
846,10116,106155014,3
847,10116,106182185,3
849,10116,106284719,2
850,10116,106288705,4
851,10116,106288745,4
852,10116,106288750,3
853,10116,106318953,4
854,10116,106318958,3
855,10116,106337716,2
856,10116,106342872,1
857,10116,106347944,2
858,10116,106376284,3
859,10116,106390228,2
860,10116,106398178,2
861,10116,106401811,2
862,10116,106413627,3
863,10116,106427476,3
864,10116,106430532,2
865,10116,106430543,1
866,10116,106460173,2
867,10116,106498950,3
868,10116,106498954,2
869,10116,106505501,4
870,10116,106517711,3
871,10116,106551257,3
872,10116,106569405,3
873,10116,106577341,4
874,10116,106578635,2
875,10116,106582081,3
876,10116,106599519,2
877,10116,106604385,0
878,10116,106650919,3
879,10116,106650925,2
880,10116,107015003,2
881,10116,107074342,3
882,10116,107378329,4
883,10116,107529442,3
884,10116,107575110,2
885,10116,107968224,2
886,10116,108044338,3
887,10118,105717400,4
888,10118,105721654,3
889,10118,105722020,3
890,10118,105722170,3
891,10118,105722179,2
892,10118,105722266,2
893,10118,105722605,3
894,10118,105724090,2
895,10118,105724093,2
896,10118,105732236,1
897,10118,105732245,2
898,10118,105732281,3
899,10118,105732377,3
900,10118,105732395,4
901,10118,105732857,1
902,10118,105738266,3
906,10118,105748657,3
908,10118,105748816,4
909,10118,105749065,4
910,10118,105749089,4
911,10118,105749302,3
912,10118,105749617,3
913,10118,105750316,4
914,10118,105752251,4
917,10118,105756244,3
918,10118,105789516,3
919,10118,105790194,4
920,10118,105798191,4
921,10118,105809140,3
922,10118,105816331,4
923,10118,105847227,4
924,10118,105861268,4
925,10118,105886456,4
926,10118,105889858,3
927,10118,105929088,3
930,10118,105951927,2
931,10118,105977734,3
932,10118,105978422,3
934,10118,106393660,1
935,10118,106607543,4
936,10118,106627507,1
937,10118,106627728,1
938,10118,106811713,1
954,10118,111659682,2
955,10118,112132296,3
961,10121,105717289,4
962,10121,105717292,4
963,10121,105717307,3
965,10121,105717322,4
966,10121,105717346,2
967,10121,105717349,3
968,10121,105717358,4
969,10121,105717370,4
970,10121,105717373,4
971,10121,105717376,3
972,10121,105717379,3
973,10121,105717484,4
974,10121,105717508,2
975,10121,105717562,2
976,10121,105717586,3
977,10121,105717598,4
978,10121,105717622,4
979,10121,105717637,3
980,10121,105717655,4
981,10121,105717658,2
982,10121,105717670,2
983,10121,105717673,2
984,10121,105717676,3
985,10121,105717712,4
986,10121,105717748,4
987,10121,105717769,4
988,10121,105717823,4
989,10121,105718177,3
990,10121,105718213,1
991,10121,105718435,2
992,10121,105718441,2
993,10121,105718645,2
994,10121,105718657,3
995,10121,105718705,2
996,10121,105718753,2
997,10121,105718792,2
998,10121,105732809,2
999,10121,105738221,2
1000,10121,105738227,3
1001,10121,105738233,2
1002,10121,105738236,2
1003,10121,105738239,3
1004,10121,105738245,3
1005,10121,105738248,3
1006,10121,105738251,3
1007,10121,105738254,4
1008,10121,105738257,3
1009,10121,105738263,3
1010,10121,105738266,3
1011,10121,105738305,2
1012,10121,105738335,4
1013,10121,105738338,3
1014,10121,105738344,3
1015,10121,105738350,3
1016,10121,105738353,3
1017,10121,105738368,1
1019,10121,105738392,3
1020,10121,105738404,3
1021,10121,105738407,3
1022,10121,105738413,3
1023,10121,105738437,2
1024,10121,105738449,3
1025,10121,105738458,2
1026,10121,105738464,2
1027,10121,105738467,1
1028,10121,105738470,1
1029,10121,105738479,1
1030,10121,105738491,1
1031,10121,105738494,2
1032,10121,105738500,1
1033,10121,105738509,4
1034,10121,105738521,4
1035,10121,105738563,1
1036,10121,105738566,0
1037,10121,105738572,2
1038,10121,105738590,2
1039,10121,105738593,4
1040,10121,105738602,2
1041,10121,105738614,4
1042,10121,105738617,1
1043,10121,105738695,2
1044,10121,105738728,2
1045,10121,105738758,3
1046,10121,105738794,4
1047,10121,105738803,3
1048,10121,105738806,3
1049,10121,105738815,3
1050,10121,105738818,1
1051,10121,105748047,4
1052,10121,105748268,3
1053,10121,105748361,4
1054,10121,105748379,2
1055,10121,105748490,4
1059,10121,105748526,2
1060,10121,105748612,4
1061,10121,105748627,3
1062,10121,105748639,3
1063,10121,105748645,4
1064,10121,105748651,3
1065,10121,105748657,4
1066,10121,105748678,3
1067,10121,105748684,4
1068,10121,105748693,3
1069,10121,105748696,4
1070,10121,105748711,4
1071,10121,105748774,4
1072,10121,105748777,4
1073,10121,105748780,4
1074,10121,105748783,3
1075,10121,105748786,4
1076,10121,105748792,4
1077,10121,105748801,2
1078,10121,105748813,4
1079,10121,105748816,4
1081,10121,105748942,4
1082,10121,105748945,3
1083,10121,105748948,3
1084,10121,105748954,4
1085,10121,105748957,4
1086,10121,105748960,4
1087,10121,105748963,4
1088,10121,105748966,4
1090,10121,105748999,4
1091,10121,105749026,4
1092,10121,105749035,4
1094,10121,105749047,4
1095,10121,105749050,4
1096,10121,105749056,3
1097,10121,105749062,2
1098,10121,105749065,4
1099,10121,105749068,4
1100,10121,105749071,4
1101,10121,105749074,4
1102,10121,105749077,4
1103,10121,105749086,4
1104,10121,105749089,4
1105,10121,105749098,4
1106,10121,105749101,3
1107,10121,105749104,4
1108,10121,105749125,2
1109,10121,105749128,1
1110,10121,105749131,2
1111,10121,105749146,2
1112,10121,105749206,4
1113,10121,105749216,4
1114,10121,105749242,2
1115,10121,105749251,2
1116,10121,105749257,4
1117,10121,105749275,3
1118,10121,105749290,2
1119,10121,105749293,2
1120,10121,105749425,4
1121,10121,105749599,4
1122,10121,105749728,4
1124,10121,105749872,4
1125,10121,105749890,3
1126,10121,105749893,2
1127,10121,105749917,2
1128,10121,105749998,3
1129,10121,105750004,4
1130,10121,105750007,4
1131,10121,105750013,4
1133,10121,105750097,2
1134,10121,105750142,4
1136,10121,105750163,4
1137,10121,105750193,4
1138,10121,105750373,4
1139,10121,105750400,4
1140,10121,105750406,4
1141,10121,105750412,2
1142,10121,105750415,2
1143,10121,105750418,2
1144,10121,105750424,4
1145,10121,105750445,4
1146,10121,105750523,4
1147,10121,105750532,3
1149,10121,105750646,4
1150,10121,105750742,2
1152,10121,105751300,2
1153,10121,105751324,2
1154,10121,105751408,2
1155,10121,105751438,3
1156,10121,105751645,4
1157,10121,105751744,4
1158,10121,105751786,2
1159,10121,105751855,2
1160,10121,105751924,3
1161,10121,105752002,4
1162,10121,105752023,3
1163,10121,105752326,3
1164,10121,105752395,3
1165,10121,105752497,4
1166,10121,105752569,1
1167,10121,105752794,4
1168,10121,105753055,1
1169,10121,105753106,4
1170,10121,105753115,4
1171,10121,105753244,3
1172,10121,105753265,4
1173,10121,105753301,4
1174,10121,105753319,4
1175,10121,105753511,4
1176,10121,105753805,2
1177,10121,105753892,2
1178,10121,105754090,1
1179,10121,105754495,3
1180,10121,105754498,2
1181,10121,105754501,2
1183,10121,105754588,2
1184,10121,105754633,2
1186,10121,105754807,4
1188,10121,105754963,3
1189,10121,105754969,4
1190,10121,105756052,3
1191,10121,105756097,3
1192,10121,105756112,2
1193,10121,105756451,4
1194,10121,105756502,4
1195,10121,105756595,3
1196,10121,105756655,2
1197,10121,105756778,4
1200,10121,105756796,4
1201,10121,105756799,4
1202,10121,105756802,2
1203,10121,105756805,2
1204,10121,105756808,3
1205,10121,105756811,2
1206,10121,105756844,2
1207,10121,105756940,4
1208,10121,105756967,3
1209,10121,105757012,3
1212,10121,105757384,2
1213,10121,105757735,3
1214,10121,105758122,3
1215,10121,105758380,4
1216,10121,105758437,3
1217,10121,105758545,4
1218,10121,105758569,2
1219,10121,105758572,1
1220,10121,105758662,2
1221,10121,105759303,1
1222,10121,105759450,3
1224,10121,105759567,2
1225,10121,105760227,3
1226,10121,105760293,1
1227,10121,105760527,4
1228,10121,105761052,3
1229,10121,105761538,4
1230,10121,105761589,1
1232,10121,105762483,4
1233,10121,105762657,4
1234,10121,105762954,2
1235,10121,105763239,2
1236,10121,105763692,3
1237,10121,105763701,2
1238,10121,105763716,4
1239,10121,105763728,2
1241,10121,105763818,2
1242,10121,105763881,3
1245,10121,105764211,4
1246,10121,105764694,2
1247,10121,105765114,2
1248,10121,105787895,2
1249,10121,105788086,4
1250,10121,105789780,3
1251,10121,105792351,4
1252,10121,105792361,3
1253,10121,105792467,3
1254,10121,105792475,4
1255,10121,105792528,2
1256,10121,105792544,2
1257,10121,105792565,3
1258,10121,105792578,2
1259,10121,105792583,3
1260,10121,105792593,3
1261,10121,105794076,4
1262,10121,105794079,4
1263,10121,105794293,3
1264,10121,105795099,4
1265,10121,105795287,3
1266,10121,105799739,3
1267,10121,105799771,4
1269,10121,105800417,2
1270,10121,105800430,2
1271,10121,105801425,1
1272,10121,105802395,1
1273,10121,105802399,1
1274,10121,105803571,1
1275,10121,105803581,1
1276,10121,105803986,1
1277,10121,105803991,2
1278,10121,105803997,1
1279,10121,105804001,1
1280,10121,105804088,1
1281,10121,105808238,3
1282,10121,105808545,4
1283,10121,105808639,2
1284,10121,105809140,3
1285,10121,105812105,3
1286,10121,105812265,2
1287,10121,105812285,2
1288,10121,105813311,4
1289,10121,105813531,2
1290,10121,105813630,2
1291,10121,105813635,2
1292,10121,105813639,2
1293,10121,105813656,2
1294,10121,105813692,2
1295,10121,105816995,4
1296,10121,105819403,1
1298,10121,105821649,2
1299,10121,105822462,1
1300,10121,105822466,1
1301,10121,105822470,1
1302,10121,105822476,2
1303,10121,105822486,2
1304,10121,105822491,2
1305,10121,105824587,2
1306,10121,105824762,3
1307,10121,105825623,4
1308,10121,105826434,2
1309,10121,105826442,2
1310,10121,105826954,2
1311,10121,105826959,1
1312,10121,105826993,4
1315,10121,105828068,2
1316,10121,105828599,1
1317,10121,105830204,2
1318,10121,105830218,1
1319,10121,105830228,1
1320,10121,105830265,1
1321,10121,105830274,2
1322,10121,105830280,1
1323,10121,105830284,2
1324,10121,105830294,2
1325,10121,105830298,1
1326,10121,105831848,3
1327,10121,105832799,2
1328,10121,105834215,3
1329,10121,105834219,4
1330,10121,105834294,4
1331,10121,105834320,3
1332,10121,105834326,2
1333,10121,105834678,4
1335,10121,105838223,1
1336,10121,105838616,4
1337,10121,105838809,1
1338,10121,105840442,2
1339,10121,105841957,3
1340,10121,105841980,1
1341,10121,105841990,3
1342,10121,105842218,3
1343,10121,105842486,2
1345,10121,105847152,2
1346,10121,105847791,1
1349,10121,105853107,3
1350,10121,105859422,2
1351,10121,105861181,3
1353,10121,105862944,4
1355,10121,105877171,3
1356,10121,105879364,3
1357,10121,105879369,2
1358,10121,105884018,1
1359,10121,105891413,3
1360,10121,105891428,2
1361,10121,105891553,1
1362,10121,105895383,1
1363,10121,105895574,2
1364,10121,105895582,2
1365,10121,105895588,2
1366,10121,105898884,1
1367,10121,105899250,2
1368,10121,105899262,1
1369,10121,105900697,2
1370,10121,105901424,3
1371,10121,105901907,4
1372,10121,105901913,3
1373,10121,105902124,1
1374,10121,105902136,1
1375,10121,105902824,1
1377,10121,105910980,3
1379,10121,105916443,2
1380,10121,105917640,1
1381,10121,105918028,2
1382,10121,105921550,1
1383,10121,105922673,3
1384,10121,105923367,2
1385,10121,105925695,2
1386,10121,105926629,4
1387,10121,105927598,2
1388,10121,105927607,1
1389,10121,105928187,4
1390,10121,105929672,3
1391,10121,105929688,1
1392,10121,105932636,3
1393,10121,105934635,1
1394,10121,105935961,1
1395,10121,105935974,2
1397,10121,105939020,2
1398,10121,105942445,2
1399,10121,105951003,2
1401,10121,105953999,3
1402,10121,105959940,3
1403,10121,105960284,3
